features,label
"[-75.45096  -79.504395 -79.71063  -79.83237  -79.95364  -79.97069
 -79.95898  -79.95434  -79.88595  -79.7869   -78.952774 -77.76024
 -77.111855 -76.788055 -76.68243  -74.93136  -73.24215  -71.285706
 -70.22654  -69.10243  -68.04295  -66.237816 -63.817493 -62.74229
 -62.568066 -64.84119  -65.04669  -64.89477  -64.72859  -65.37093
 -66.65629  -67.49159  -68.04605  -67.744865 -66.44874  -65.20471
 -64.852356 -65.40973  -65.304596 -64.725136 -64.59719  -64.240326
 -62.954952 -61.409893 -61.790085 -64.33773  -66.65749  -66.57589
 -65.99218  -66.50621  -67.25188  -66.632805 -66.50811  -66.725464
 -66.58229  -65.90513  -64.10118  -63.91253  -65.55014  -65.81135
 -65.28055  -65.18968  -66.229195 -67.729    -67.577446 -67.51516
 -67.95581  -68.83483  -70.48096  -69.71824  -68.634224 -66.98761
 -65.26447  -65.70308  -68.00295  -69.58269  -71.6874   -72.15223
 -71.667854 -72.83945  -74.83948  -76.04794  -75.43284  -74.06468
 -75.01009  -76.89338  -76.5142   -75.79196  -75.02147  -73.7554
 -72.230705 -71.82789  -71.54053  -71.364685 -70.40117  -70.8751
 -72.86058  -73.58811  -73.18238  -71.576164 -70.92876  -72.12786
 -72.59026  -73.01495  -73.25871  -73.59185  -73.98994  -73.99197
 -74.16819  -74.876656 -74.212746 -74.589615 -74.28767  -74.80015
 -74.83662  -74.83703  -74.91324  -75.68151  -77.4665   -79.96481
 -79.96026  -79.92425  -79.773346 -79.77482  -79.96739  -80.
 -80.       -80.      ]",102 - Rooster
"[-52.659107 -40.79948  -37.52962  -34.17752  -25.65223  -24.143278
 -28.495768 -33.629833 -32.667652 -38.491917 -40.077374 -40.570103
 -40.833668 -38.88687  -39.55685  -42.468536 -46.158928 -45.75881
 -48.50674  -49.81507  -50.229385 -50.825558 -51.143948 -51.85341
 -50.32931  -49.510498 -46.785564 -46.55805  -46.63823  -47.691208
 -49.631207 -50.460014 -51.841095 -50.619217 -49.93303  -48.764454
 -47.680763 -49.499603 -51.89685  -53.66502  -53.659416 -53.974457
 -52.9643   -51.54768  -51.996418 -53.478195 -55.45678  -57.27117
 -59.366196 -58.514774 -56.84054  -56.049    -56.448105 -56.24217
 -55.44295  -55.700024 -56.62051  -58.238388 -59.536945 -59.398075
 -60.225327 -61.714455 -62.314667 -63.357395 -65.223976 -65.24073
 -64.84005  -64.798386 -64.77114  -65.11205  -63.783684 -63.550102
 -63.951653 -64.8176   -65.20355  -64.64576  -64.068245 -65.26262
 -66.040665 -65.58012  -65.372375 -63.931454 -63.22631  -62.68778
 -62.24443  -61.814507 -61.984962 -61.25413  -61.223515 -61.24148
 -61.22196  -62.136772 -62.867245 -63.53953  -65.02219  -65.50384
 -66.82662  -67.93978  -68.589    -68.70176  -68.74979  -68.67266
 -68.479904 -67.89715  -68.15085  -67.5664   -66.12078  -66.72852
 -65.8884   -65.40653  -65.54317  -64.84462  -65.6227   -64.13824
 -62.174152 -63.851536 -63.409008 -61.05773  -63.12075  -66.03834
 -66.27564  -67.25526  -66.07281  -69.70127  -79.99794  -80.
 -80.       -80.      ]",104 - Cow
"[-76.18773  -77.834076 -77.31501  -77.075134 -76.77111  -77.73085
 -78.02281  -78.39054  -77.69533  -76.26016  -74.12632  -72.74601
 -73.00126  -72.906624 -71.60155  -70.15528  -69.489334 -67.5474
 -65.86269  -63.71246  -61.786346 -60.111706 -58.433395 -59.062256
 -59.1103   -58.439854 -57.556755 -58.45083  -58.95182  -59.613697
 -60.443905 -60.83339  -61.98888  -62.42284  -63.19758  -63.5443
 -62.862267 -61.99183  -61.061592 -60.055943 -60.01187  -60.37749
 -59.805195 -59.84935  -60.993614 -61.903713 -61.938305 -61.702736
 -61.59541  -62.1131   -62.576458 -62.32166  -61.131042 -59.54702
 -59.71727  -60.432625 -60.86316  -61.84658  -62.654076 -62.756504
 -62.197685 -62.334396 -62.487583 -62.88428  -62.063126 -62.318142
 -63.240555 -63.61558  -63.327137 -63.076336 -63.615234 -63.96896
 -63.960857 -64.55624  -64.52877  -65.74805  -66.65446  -67.25242
 -68.84507  -70.98252  -71.89174  -71.96513  -71.909935 -71.83381
 -71.619446 -71.36234  -70.830956 -70.62296  -71.16117  -71.12526
 -70.149605 -69.81369  -69.90026  -70.48792  -71.57009  -73.05745
 -73.045135 -72.32366  -71.52659  -71.90934  -72.50397  -71.93599
 -72.24598  -72.965195 -73.85109  -74.565994 -74.18918  -74.05724
 -74.69972  -76.003395 -76.81312  -76.21891  -76.07604  -77.37538
 -79.36501  -79.77607  -79.803764 -79.89899  -80.       -80.
 -80.       -80.       -80.       -80.       -80.       -80.
 -80.       -80.      ]",102 - Rooster
"[-30.663246 -28.246532 -25.665483 -22.895197 -21.647686 -22.034267
 -22.041279 -25.3322   -25.308086 -25.690401 -24.606243 -24.814165
 -25.31691  -25.683292 -27.537626 -27.36387  -29.534616 -29.995745
 -32.49168  -33.191284 -32.98641  -32.905586 -31.97412  -32.33669
 -31.19635  -32.299763 -31.631302 -31.972332 -31.661053 -31.609064
 -32.106354 -31.23018  -32.14855  -31.861979 -32.815445 -33.32788
 -33.263405 -33.732193 -34.242878 -34.029507 -33.43893  -33.62966
 -34.761414 -35.20912  -35.780373 -35.95313  -36.02411  -35.707413
 -36.083126 -36.59145  -37.10169  -37.24294  -37.493904 -38.016983
 -39.04801  -40.248062 -40.916965 -41.228195 -41.394577 -40.69129
 -41.036346 -41.40363  -41.331516 -41.0982   -41.684856 -42.135994
 -42.578888 -43.43734  -43.414326 -43.234344 -43.05327  -43.54797
 -43.555477 -43.327545 -43.146168 -42.8943   -43.011086 -42.924004
 -43.06751  -43.263885 -43.182106 -43.37878  -44.174713 -44.10837
 -43.97302  -44.07467  -44.422157 -44.643436 -44.563126 -45.43306
 -46.251167 -47.343163 -47.999786 -48.614246 -48.806057 -49.045013
 -49.527424 -50.205128 -51.031643 -51.76986  -52.663456 -53.487827
 -54.54452  -55.818012 -57.003117 -57.15769  -57.45821  -58.238007
 -59.190662 -59.61452  -59.44306  -60.418648 -61.198654 -61.103294
 -61.18712  -62.01749  -62.63979  -61.557335 -62.38071  -63.69502
 -64.17225  -64.26447  -64.5693   -66.591415 -70.23769  -72.44978
 -79.57616  -79.9992  ]",103 - Pig
"[-25.348572 -26.15555  -26.937817 -26.290535 -25.958254 -28.089977
 -31.412655 -34.88458  -34.32405  -33.483467 -32.602924 -34.590096
 -36.188244 -34.363968 -33.37975  -32.81169  -34.779575 -32.24871
 -31.749535 -31.640314 -32.261925 -32.96309  -32.44234  -33.39388
 -33.05932  -35.202007 -36.812134 -40.000813 -41.998215 -43.738155
 -46.104248 -45.711613 -45.700005 -44.557266 -44.732635 -44.291172
 -43.29136  -43.03474  -42.41235  -42.16851  -42.328133 -43.352245
 -43.50464  -42.97792  -43.929935 -44.54039  -44.84823  -44.55612
 -44.584213 -45.553345 -46.389324 -46.334057 -46.977818 -48.2121
 -49.229324 -50.175808 -51.333736 -52.625984 -53.570786 -53.37738
 -52.13985  -51.289696 -51.03683  -51.74593  -52.41695  -52.290733
 -51.4758   -52.327232 -53.24054  -52.51278  -51.73959  -52.922314
 -53.80005  -54.502777 -56.019424 -55.17541  -54.518883 -54.01292
 -53.987137 -54.863945 -56.112423 -56.619743 -59.032825 -61.80986
 -62.3704   -62.603687 -63.102505 -63.05357  -63.65183  -65.02471
 -65.306206 -65.81422  -66.42026  -66.52271  -66.57905  -66.81772
 -67.44305  -67.53572  -67.82509  -68.19053  -68.82494  -69.26632
 -69.26062  -69.28494  -69.76396  -69.88188  -70.13518  -70.669014
 -70.84944  -70.92315  -71.21305  -71.878555 -72.48809  -72.99294
 -73.799995 -74.34982  -74.892494 -75.28054  -75.74422  -76.26025
 -76.70713  -76.86576  -77.2443   -78.65538  -79.40412  -79.60183
 -79.715775 -79.7739  ]",103 - Pig
"[-71.33282  -66.1141   -56.125984 -40.485947 -35.608067 -38.577168
 -44.395454 -48.611916 -43.94306  -43.82413  -45.055737 -49.495018
 -52.71941  -50.653988 -49.738407 -46.677216 -47.125553 -45.63006
 -46.374386 -45.104473 -44.543255 -42.6454   -39.932228 -41.066208
 -41.170822 -44.32435  -43.68183  -43.00926  -42.0389   -43.313496
 -46.063213 -45.059464 -41.74735  -37.97412  -39.403683 -43.87666
 -48.360233 -48.040848 -46.77335  -48.607613 -51.52883  -49.822464
 -48.999214 -51.299686 -53.769077 -51.90256  -52.084183 -53.283592
 -53.11028  -52.37085  -53.489216 -54.962013 -55.68383  -56.51558
 -57.975323 -59.12398  -59.82543  -59.30734  -59.89139  -59.669365
 -58.734394 -58.532127 -58.701424 -60.649582 -61.944557 -62.99717
 -63.712456 -65.62403  -66.16288  -66.52504  -66.44243  -66.833405
 -66.99767  -67.20382  -67.7907   -68.9838   -69.56861  -69.94767
 -70.13584  -70.55026  -70.89737  -71.82921  -72.52525  -73.0498
 -72.8696   -73.91236  -75.47783  -75.40959  -75.7461   -76.58166
 -76.869446 -76.852745 -76.68725  -76.003044 -76.01665  -76.627205
 -77.129845 -77.415855 -77.78304  -77.83851  -78.209404 -78.43229
 -78.57757  -78.66461  -78.60697  -78.66162  -78.792625 -78.94449
 -79.0098   -79.2105   -79.30653  -79.33332  -79.43105  -79.50152
 -79.6199   -79.6546   -79.71808  -79.743034 -79.77188  -79.83106
 -79.84712  -79.818085 -79.8222   -79.812386 -79.816635 -79.77626
 -79.95978  -80.      ]",104 - Cow
"[-75.389595 -73.59202  -73.01619  -73.283455 -73.58564  -73.69135
 -73.52181  -73.454    -73.101326 -72.71616  -71.9787   -72.5204
 -73.542984 -73.60816  -73.47468  -73.18529  -73.392006 -73.28905
 -73.33048  -73.07685  -73.05921  -73.06812  -73.025856 -73.99845
 -74.961716 -75.780174 -75.66894  -75.823006 -75.69148  -75.771904
 -75.77702  -75.404434 -75.48263  -75.25597  -75.68437  -76.62089
 -76.828804 -76.70349  -76.59208  -76.1561   -75.50474  -75.20663
 -75.4969   -76.31977  -77.44932  -77.90489  -78.1415   -78.06341
 -78.23738  -78.51443  -78.78167  -78.85452  -78.63078  -78.42978
 -78.63866  -79.066086 -79.38276  -79.71402  -79.31689  -78.99029
 -78.83412  -79.09969  -79.21826  -79.06743  -79.13063  -79.271416
 -79.49451  -79.542854 -79.61138  -79.75468  -79.69094  -79.7336
 -79.6531   -79.480896 -79.16629  -78.96493  -78.64973  -78.786156
 -78.71859  -78.614494 -78.82375  -78.725586 -78.611725 -78.74786
 -78.489    -78.60005  -78.5207   -78.616325 -78.6576   -78.43838
 -78.53955  -78.496735 -78.622696 -78.73258  -78.845566 -78.79488
 -78.93128  -79.15509  -79.25016  -79.20738  -79.18137  -79.084045
 -79.07379  -79.04534  -78.99837  -79.031364 -79.042984 -79.001076
 -79.0343   -79.09581  -79.15207  -79.15741  -79.23849  -79.22417
 -79.25795  -79.26522  -79.26283  -79.2998   -79.65127  -79.98462
 -79.9977   -79.9947   -79.99166  -79.98696  -79.992714 -80.
 -79.99309  -80.      ]",101 - Dog
"[-60.351208 -64.98762  -70.66432  -74.88888  -74.32166  -73.519905
 -73.43997  -75.776634 -76.169044 -75.179955 -71.67791  -70.5168
 -71.800705 -73.50541  -74.841644 -73.438866 -73.17466  -71.1891
 -70.408295 -71.0927   -71.377525 -71.68804  -71.66415  -72.2102
 -72.01026  -73.527565 -74.0316   -74.232346 -74.86945  -75.84495
 -75.738235 -74.64179  -74.37587  -74.56531  -74.697876 -74.68878
 -74.43591  -73.75654  -73.64684  -73.57244  -73.980225 -74.75283
 -74.92365  -75.03145  -75.564674 -76.00007  -75.99855  -76.20742
 -76.67998  -76.23178  -75.83329  -75.996216 -76.17141  -75.99382
 -75.760086 -75.50742  -75.36142  -75.888145 -76.074135 -75.89187
 -76.064255 -75.87046  -76.00414  -76.08842  -76.371124 -76.81632
 -77.15131  -77.25435  -77.2776   -77.474785 -77.620125 -77.67072
 -77.78432  -77.810265 -78.21493  -78.54651  -78.76756  -78.75486
 -79.010216 -79.12337  -79.15964  -78.935036 -78.820114 -78.8381
 -78.95838  -78.98171  -79.062164 -79.26152  -79.1115   -78.77951
 -78.87029  -79.05887  -79.15021  -79.00804  -78.82311  -78.81031
 -79.0294   -78.92775  -78.968216 -78.97907  -79.090744 -79.060616
 -79.251434 -79.344925 -79.374146 -79.25705  -79.2146   -79.30811
 -79.40513  -79.43038  -79.57454  -79.6084   -79.60158  -79.45237
 -79.53341  -79.53998  -79.55019  -78.60398  -79.1291   -79.975975
 -80.       -80.       -80.       -80.       -80.       -80.
 -80.       -80.      ]",101 - Dog
"[-44.302628 -42.28345  -44.473175 -47.239582 -47.34942  -47.861946
 -47.68415  -48.647125 -48.412083 -49.568157 -46.38864  -43.12376
 -40.908817 -40.497807 -41.127    -41.065105 -44.642708 -44.18954
 -44.01697  -44.101437 -44.833107 -44.254215 -43.79747  -45.524277
 -44.94023  -45.794037 -44.1465   -44.109356 -43.358246 -42.634956
 -43.100773 -42.97604  -44.015156 -43.824318 -45.307137 -46.171677
 -45.29766  -43.469807 -40.389694 -38.240334 -38.048847 -41.11691
 -44.589157 -46.47741  -46.74392  -46.805645 -46.753544 -46.328854
 -46.44343  -48.13351  -52.044678 -54.151176 -54.122063 -53.224087
 -53.76946  -54.99939  -55.68099  -55.9623   -55.640316 -52.7435
 -51.1135   -50.496746 -51.959015 -53.726498 -51.899326 -50.0304
 -50.081795 -51.256844 -52.109764 -52.01485  -50.432014 -50.406025
 -51.302505 -51.332397 -50.28721  -50.466805 -51.442562 -51.38123
 -52.96902  -54.216743 -53.320557 -54.189816 -55.106583 -55.834637
 -57.2571   -56.2841   -56.193314 -57.142635 -57.687256 -59.079514
 -58.41199  -59.02512  -58.566063 -58.98731  -59.68693  -60.826534
 -62.32941  -63.394478 -63.34451  -63.749466 -63.21975  -62.73959
 -63.460567 -64.75816  -65.043526 -65.10904  -66.306946 -66.485146
 -66.99115  -67.89764  -68.89966  -69.70863  -70.11023  -71.08953
 -71.91711  -72.58074  -73.03464  -73.70223  -75.45278  -77.104164
 -77.41439  -77.6741   -77.96886  -78.19213  -78.25094  -78.290634
 -78.2929   -78.4498  ]",103 - Pig
"[-15.879409  -12.280947  -12.4580345 -15.264205  -19.298222  -23.62935
 -25.071476  -28.062197  -29.36545   -32.153557  -32.95003   -35.174107
 -36.985466  -37.628628  -38.71473   -37.976658  -40.35472   -41.977837
 -44.378597  -44.113335  -43.984528  -43.600105  -42.6613    -43.52133
 -41.76692   -43.022923  -41.95281   -41.605793  -40.856438  -39.890846
 -39.563522  -39.17419   -40.17839   -39.608788  -40.663364  -41.970947
 -42.485615  -43.604355  -44.29746   -44.99717   -45.543003  -46.162094
 -46.858624  -47.868828  -48.896507  -49.68886   -50.516655  -49.671333
 -50.40373   -49.860073  -49.537308  -48.80923   -44.8108    -40.430058
 -38.163567  -38.065727  -37.314743  -35.858395  -37.41092   -41.20449
 -45.064228  -48.14899   -50.022686  -52.421875  -54.85174   -55.043064
 -55.196774  -56.224716  -55.92278   -56.256035  -56.115433  -56.449875
 -57.118816  -57.714237  -58.221172  -59.08752   -59.4072    -60.285725
 -59.99632   -60.063118  -60.34327   -60.64322   -60.909702  -61.47897
 -61.855217  -61.87395   -62.038567  -61.805595  -61.738277  -62.019985
 -62.47453   -62.813698  -62.94118   -62.980778  -63.255573  -63.37291
 -63.837395  -64.2601    -65.08172   -65.340004  -65.448746  -65.55246
 -65.76286   -65.943886  -65.87341   -66.10399   -66.52662   -66.977486
 -67.17176   -67.68465   -68.30253   -68.60943   -68.92699   -69.6223
 -70.00981   -70.517494  -70.989204  -71.203514  -73.709854  -76.454155
 -76.52738   -77.0829    -77.2832    -78.44795   -78.96082   -78.91245
 -79.072754  -79.384384 ]",105 - Frog
"[-65.137405 -62.063087 -62.77176  -64.22324  -64.33189  -65.18599
 -64.49746  -64.80707  -64.457726 -65.13437  -64.97476  -65.2
 -65.437805 -65.707214 -66.557755 -64.7279   -63.18914  -60.62034
 -60.05807  -59.844418 -60.026894 -58.203453 -56.319756 -55.14965
 -53.336292 -54.9531   -56.066963 -58.34655  -59.782463 -60.8006
 -61.677204 -61.16232  -60.263985 -58.449726 -57.438488 -57.303658
 -57.681732 -59.504677 -60.58931  -59.821274 -59.00462  -57.102135
 -54.005272 -52.971107 -52.920807 -53.73879  -55.06441  -56.172043
 -56.982834 -58.12589  -59.06423  -58.90645  -59.263584 -60.90296
 -61.70828  -60.443497 -61.23889  -62.993046 -64.72507  -64.97178
 -64.0833   -61.899757 -60.348072 -60.420815 -61.37526  -62.765587
 -64.81078  -66.78492  -68.14455  -67.84476  -65.91716  -65.02818
 -64.92444  -65.72166  -66.72659  -67.81224  -68.02266  -67.21117
 -65.96716  -64.18182  -63.9733   -65.98857  -65.20352  -65.927505
 -64.98373  -65.69632  -66.97612  -68.97628  -68.56513  -67.360855
 -66.9113   -69.018074 -70.90028  -70.87964  -71.32226  -73.29506
 -72.573166 -71.51125  -71.9398   -71.76347  -72.846664 -73.969376
 -74.697495 -75.62888  -75.01903  -74.95882  -72.724266 -73.48055
 -73.00843  -74.765625 -75.448944 -76.12962  -76.872284 -78.40231
 -79.04917  -79.44324  -79.60242  -79.767685 -79.93956  -80.
 -80.       -80.       -80.       -80.       -80.       -80.
 -80.       -80.      ]",102 - Rooster
"[-55.967155 -43.822    -38.96273  -34.068222 -30.070072 -28.450846
 -28.202452 -30.810764 -30.465458 -32.031033 -29.682198 -29.43052
 -30.628723 -31.338068 -32.680172 -31.948168 -33.67211  -33.21033
 -32.76502  -31.750107 -31.985384 -32.425793 -32.308674 -34.27656
 -34.28458  -36.65614  -36.704    -37.733788 -38.293    -38.927765
 -39.35602  -38.074657 -38.365498 -37.613514 -37.191734 -37.04987
 -37.394344 -38.931248 -39.958847 -41.472366 -42.805088 -43.39814
 -44.3809   -45.017418 -45.483948 -45.771626 -46.50625  -46.72879
 -47.058277 -46.948727 -47.121174 -47.628944 -47.72845  -47.968853
 -48.2074   -47.984882 -47.935444 -47.95975  -47.445126 -47.215034
 -47.062675 -46.35966  -46.192413 -46.540585 -45.495457 -45.439476
 -45.962955 -45.30758  -46.866875 -47.070877 -47.115047 -47.543083
 -47.05194  -47.565914 -47.976173 -49.03827  -50.335434 -50.27202
 -50.12166  -50.77583  -51.602848 -52.6905   -53.423172 -54.195866
 -54.382446 -54.84896  -56.36456  -57.328648 -58.062145 -58.500362
 -59.75068  -60.210384 -60.49281  -61.148575 -61.84155  -62.44591
 -63.4176   -64.53637  -65.46361  -65.98983  -66.434525 -66.5479
 -67.239395 -67.71172  -68.02301  -68.687485 -69.22362  -70.10315
 -70.37765  -69.22705  -70.64045  -72.303856 -72.908035 -74.13404
 -74.69896  -75.3259   -76.009254 -76.63656  -77.43828  -77.89398
 -78.61532  -79.05351  -79.204384 -79.531204 -79.84693  -79.87688
 -79.91593  -79.92887 ]",103 - Pig
"[-25.008093 -26.488787 -27.888836 -28.284555 -28.849371 -30.560646
 -30.45879  -32.216194 -31.528746 -32.441296 -32.21391  -32.779198
 -32.818935 -32.062325 -32.40345  -31.531755 -31.495255 -29.66028
 -29.879713 -29.553661 -29.938349 -30.483894 -30.841763 -32.48683
 -31.613968 -32.023563 -29.8238   -29.403082 -29.427118 -29.98811
 -30.765266 -28.336359 -27.642473 -27.44356  -28.679337 -29.308907
 -29.326626 -29.458437 -29.061996 -28.503431 -27.489786 -27.240198
 -26.870117 -26.81999  -27.456251 -27.074211 -26.26379  -25.006748
 -24.40881  -23.942842 -24.311073 -25.447794 -26.51767  -26.681097
 -26.171925 -26.435627 -26.5847   -26.623667 -25.848186 -25.812689
 -25.39129  -25.494793 -25.285429 -26.00516  -26.198711 -25.505884
 -24.891912 -24.596537 -22.903603 -21.316614 -22.94129  -25.022142
 -26.148888 -25.677332 -24.877375 -23.533684 -24.01892  -24.45011
 -23.743334 -24.367958 -25.305449 -25.946587 -27.09404  -28.54874
 -29.354906 -30.861412 -31.920029 -32.829765 -33.480854 -33.69209
 -34.328285 -34.18332  -33.49621  -34.438217 -35.020344 -36.322212
 -37.63749  -38.43964  -39.58986  -40.84576  -42.30038  -43.707634
 -44.156303 -44.632206 -45.479122 -46.234623 -46.47187  -47.0727
 -48.146156 -49.34156  -50.997177 -52.332794 -53.91844  -54.74878
 -55.949547 -56.94901  -57.975132 -58.775696 -62.57709  -72.22239
 -73.26973  -74.25728  -74.672806 -74.833466 -75.32005  -77.29112
 -79.592354 -79.860634]",103 - Pig
"[-40.657867 -35.938206 -38.79376  -42.663166 -46.441525 -51.613403
 -51.690266 -51.653484 -49.17964  -48.316185 -46.34411  -46.778656
 -48.09666  -48.47907  -50.247097 -49.704224 -51.010895 -50.551872
 -52.202293 -52.551556 -51.762383 -51.329464 -50.71448  -51.728912
 -49.777946 -49.420727 -48.28809  -48.977104 -49.513355 -48.724655
 -48.706306 -48.252434 -49.22717  -48.83941  -49.148514 -49.181957
 -48.875    -48.77588  -47.092525 -46.521763 -46.38845  -45.864178
 -45.436577 -43.806026 -43.61132  -45.691864 -47.08699  -48.38715
 -50.13427  -51.456047 -52.747757 -55.09777  -56.919533 -58.31146
 -59.186085 -61.2102   -62.778908 -63.97899  -64.859406 -65.03325
 -65.477135 -66.19794  -67.20646  -67.63955  -67.43817  -67.28707
 -66.86749  -67.06855  -67.34271  -68.245605 -69.654915 -70.15397
 -70.31053  -69.54931  -70.081604 -72.73711  -75.018196 -76.35849
 -75.92022  -76.210396 -77.58427  -78.19404  -78.166306 -78.356316
 -78.523575 -78.977036 -79.420555 -79.57794  -79.72139  -79.76462
 -79.92677  -79.93882  -79.88686  -79.86791  -79.83845  -79.83715
 -79.11216  -78.44996  -78.64517  -78.95184  -78.85592  -78.76608
 -78.99884  -79.68441  -79.9068   -79.97549  -80.       -80.
 -80.       -79.99884  -79.97586  -79.99859  -79.98382  -79.870514
 -79.77812  -79.80262  -79.96253  -79.985466 -79.98499  -80.
 -80.       -79.99933  -79.99913  -80.       -80.       -80.
 -80.       -80.      ]",105 - Frog
"[-65.54207  -70.28083  -72.18789  -72.91469  -72.98104  -73.00184
 -71.62632  -71.719765 -70.98349  -71.631546 -71.043434 -70.7734
 -70.206055 -69.02666  -68.614494 -66.089005 -64.936646 -63.241627
 -64.00035  -63.639256 -63.050148 -59.136745 -51.36019  -50.123848
 -52.488842 -61.617256 -65.6239   -68.05733  -69.28437  -69.065155
 -69.25324  -67.33839  -64.99083  -63.279755 -63.12543  -63.085384
 -63.3293   -64.65696  -65.36889  -65.14485  -63.36881  -59.93754
 -54.521187 -45.763233 -44.278015 -48.611713 -58.8934   -62.447884
 -63.432438 -63.146893 -64.11331  -65.03498  -66.34947  -67.44036
 -66.90342  -63.64386  -57.53351  -59.162167 -66.80468  -71.923874
 -71.93053  -71.52306  -70.36646  -67.65198  -64.40278  -57.849777
 -59.20589  -68.749245 -70.66987  -70.61197  -71.0525   -71.253944
 -64.78593  -63.59325  -69.09118  -70.792534 -70.89323  -68.86208
 -63.060085 -65.7594   -72.92367  -71.776375 -67.89369  -62.78104
 -66.41302  -70.97571  -69.074356 -63.48751  -63.62575  -66.799675
 -64.612045 -61.55665  -65.159584 -68.19316  -65.43004  -66.76715
 -68.47084  -66.48245  -69.11651  -69.57052  -65.434784 -69.367226
 -70.52225  -70.86281  -72.24403  -69.35574  -71.1932   -70.61182
 -73.90979  -73.4038   -72.61659  -70.5067   -70.61826  -69.51585
 -72.303185 -72.87612  -73.184975 -73.784134 -73.83102  -74.112305
 -74.71427  -75.332664 -76.020035 -76.41238  -76.25976  -76.63924
 -76.99974  -77.18232 ]",102 - Rooster
"[-39.532383 -36.54234  -36.98901  -39.303932 -42.995186 -46.92028
 -48.61005  -51.837894 -52.885494 -56.151653 -57.400944 -58.64512
 -60.679253 -60.615673 -61.065155 -60.406433 -62.607914 -62.11173
 -62.401493 -60.46215  -58.907265 -57.489758 -54.793457 -53.267265
 -49.96672  -49.551136 -46.700108 -44.186413 -40.642506 -38.132576
 -36.240105 -34.25879  -33.813038 -31.734026 -30.747452 -29.966444
 -30.113573 -30.505379 -30.716757 -32.145477 -33.65935  -35.67339
 -38.545967 -39.28536  -40.046837 -40.255585 -40.56376  -39.292698
 -37.909615 -35.981415 -34.797474 -33.606197 -32.410164 -29.788668
 -28.071962 -27.217995 -27.272196 -25.992954 -25.051203 -26.300468
 -28.464563 -32.594547 -36.653564 -38.778927 -40.78684  -40.84279
 -41.302532 -42.09813  -43.632687 -45.473473 -47.64756  -48.265896
 -49.613464 -52.903614 -53.44486  -54.220314 -55.004566 -55.725594
 -56.094566 -57.241844 -58.431004 -59.32384  -60.758102 -60.013676
 -60.507965 -61.502026 -61.71167  -61.435673 -61.22381  -61.71402
 -63.14461  -65.17315  -66.17966  -64.92581  -64.14577  -64.48632
 -64.93954  -65.09316  -64.622574 -63.814693 -65.10076  -66.62785
 -67.066246 -67.310265 -67.37523  -68.67596  -69.810684 -71.385216
 -72.59559  -71.80688  -71.82986  -72.42822  -71.64492  -71.548904
 -73.28315  -74.45926  -74.94629  -75.95331  -76.501884 -76.73814
 -76.79823  -77.47824  -77.945694 -78.40643  -78.56403  -78.679436
 -78.58544  -78.645096]",105 - Frog
"[-33.777027 -30.654789 -30.851038 -33.08608  -37.167194 -41.989067
 -44.11596  -47.616455 -47.985016 -50.782494 -51.70214  -52.29948
 -54.489677 -54.72142  -54.721817 -54.533836 -57.309666 -57.145775
 -58.067944 -57.59301  -56.709343 -55.970062 -54.04521  -53.39336
 -50.91682  -50.269802 -46.244633 -43.279102 -40.074715 -37.83873
 -36.61651  -34.838898 -34.523506 -33.278683 -32.73414  -32.91041
 -32.763935 -33.582138 -34.305428 -36.275608 -38.175205 -40.048004
 -41.824074 -44.431015 -45.14731  -44.96326  -44.98056  -43.89526
 -42.929123 -42.265617 -41.393826 -39.143456 -36.559856 -33.3997
 -31.008627 -29.666725 -28.565186 -27.25004  -27.430655 -29.679344
 -33.766914 -37.807304 -41.73113  -44.765316 -47.082397 -47.98269
 -48.71817  -49.35401  -51.610123 -52.359222 -52.878914 -53.501553
 -54.4454   -57.145054 -57.986675 -57.875263 -59.406113 -60.47059
 -60.209927 -60.4207   -60.9711   -62.51516  -64.04586  -63.448257
 -64.006134 -64.64211  -64.46923  -63.93116  -64.22309  -64.52956
 -65.4123   -65.82558  -65.944244 -65.927895 -66.08148  -66.08056
 -65.51594  -65.890366 -67.07816  -67.77906  -68.78148  -69.29514
 -69.58532  -70.232414 -70.27679  -70.95141  -71.07396  -71.36929
 -71.98107  -72.616104 -73.03218  -73.31103  -73.403625 -73.979935
 -74.35391  -74.22269  -74.665474 -74.8623   -75.547615 -76.32488
 -76.611755 -77.213196 -77.46034  -77.95459  -78.1331   -78.30843
 -78.42525  -79.04629 ]",105 - Frog
