filepath,label
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\105 - Frog\3-70962-B.ogg,105 - Frog
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\105 - Frog\3-70962-C.ogg,105 - Frog
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\105 - Frog\3-71964-A.ogg,105 - Frog
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\105 - Frog\3-71964-B.ogg,105 - Frog
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\105 - Frog\3-71964-C.ogg,105 - Frog
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\105 - Frog\3-83527-A.ogg,105 - Frog
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\105 - Frog\4-130584-A.ogg,105 - Frog
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\105 - Frog\4-154793-A.ogg,105 - Frog
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\105 - Frog\4-99193-A.ogg,105 - Frog
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\105 - Frog\4-99193-B.ogg,105 - Frog
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\105 - Frog\4-99644-A.ogg,105 - Frog
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\105 - Frog\4-99644-B.ogg,105 - Frog
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\105 - Frog\4-99644-C.ogg,105 - Frog
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\105 - Frog\4-99644-D.ogg,105 - Frog
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\105 - Frog\5-156026-A.ogg,105 - Frog
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\105 - Frog\5-156026-B.ogg,105 - Frog
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\105 - Frog\5-156026-C.ogg,105 - Frog
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\105 - Frog\5-156026-D.ogg,105 - Frog
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\105 - Frog\5-187201-A.ogg,105 - Frog
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\105 - Frog\5-187201-B.ogg,105 - Frog
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\105 - Frog\5-189795-A.ogg,105 - Frog
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\105 - Frog\5-237499-A.ogg,105 - Frog
